id	datetime	text
39742	2026-02-19T09:22:37+00:00	🎉 Virtuals 한국 커뮤니티 오픈 이벤트 Virtuals Protocol 한국 커뮤니티가 새롭게 오픈되었습니다&#33; AI 에이전트와 로보틱스의 미래를 함께 이야기할 공간에 여러분을 초대합니다 🩵 ✅ 이벤트 참여 방법 1️⃣ Virtuals 한국 공지방과 커뮤니티에 모두 입장하기 2️⃣ 커뮤니티 채팅방에서 인사 나누기 &quot;버추얼도 드디어 한국 커뮤니티가 생겼군요&#33; 응원합니다~&quot; #버추얼코리아 3️⃣ 네이버폼 제출하기 🎉 이벤트 보상 모바일 상품권 5천원…
39741	2026-02-19T08:33:27+00:00	🎉 Virtuals 한국 커뮤니티 오픈 이벤트 Virtuals Protocol 한국 커뮤니티가 새롭게 오픈되었습니다&#33; AI 에이전트와 로보틱스의 미래를 함께 이야기할 공간에 여러분을 초대합니다 🩵 ✅ 이벤트 참여 방법 1️⃣ Virtuals 한국 공지방 과 커뮤니티 에 모두 입장하기 2️⃣ 커뮤니티 채팅방 에서 인사 나누기 &quot;버추얼도 드디어 한국 커뮤니티가 생겼군요&#33; 응원합니다~&quot; #버추얼코리아 3️⃣ 네이버폼 제출하기 🎉 이벤트 보상 모바일 상품권 5천원 x 100명 🗓 이벤트 기간 2026년 2월 19일(목) - 2026년 3월 5일(목) 23:59 KST Virtuals Protocol과 함께 한국 여정을 함께 써내려가요&#33; 많은 참여 부탁드립니다 🙌 🩵
39740	2026-02-19T07:05:24+00:00	https://n.news.naver.com/mnews/article/015/0005252490?sid=102
39738	2026-02-19T06:15:13+00:00	🪙 🔹 비트코인, 이더리움 현물 ETF 유출입 현황 비트코인 : 133M 순유출 이더리움 : 41M 순유출 길고긴 터널을 지나는 어쩌구... 5주속 순유출 어쩌구... 아무튼 힘든 장입니다. 저는 살거에요.
39737	2026-02-19T03:03:07+00:00	https://youtu.be/41AJA6Rrwjg?t=21
39736	2026-02-19T01:27:24+00:00	한쪽은 잔치, 한쪽은 초상...
39735	2026-02-18T11:07:23+00:00	📌 슈카월드의 &quot;이제 근로소득으로는 부자가 될 수 없나&quot; 를 보고 슈카월드는 우리나라에서 가장 영향력있는 경제, 시사 유튜버라고 해도 과언이 아닙니다. 슈카월드에서 근로소득의 상단 캡과 자산소득의 상단 캡의 격차가 상당히 벌어지고 있음을 지적하고 이미 자산을 가지고 있는 사람들(기성세대) 이 상대적으로 더 유리하고 청년들이 의욕을 잃어가고 있다는 취지의 영상을 게시했는데요. 저는 이거 보고 &quot;그렇다고 패배감에 빠져서 근로조차 하지 않으면 어떡하나&quot; 라는 생각을 했습니다. 근로를 하면 자산소득의 기회가 열린다 이런소리가 아닙니다. 근로조차 하기 싫으면 편하게 돈만 벌고 싶다는건데... 세상에 마법은 없습니다. 아무것도 하지 않으면 아무것도 없습니다. = 뭐라도 일단 Just Do IT&#33; * 영상의 요지가 저게 아닌거 압니다. 근데 제가 영상보고 든 생각임
39734	2026-02-18T09:23:06+00:00	📌 아서헤이즈가 지금 비트코인 상황에 대한 아티클을 게시했습니다. 저는 아서헤이즈의 아티클이 나올때마다 메일로 받아보고 있는데 여러분도 받아서 읽어보시고, 이 흑형은 어떤 논리구조로 시장을 예측하는지 알아보시면 좋을 것 같습니다. (구독료 무료임) 아서헤이즈 아티클 요약 1. 미국 경제가 AI 트리거로 뭔가 일어날 것 같음 2. 인플레이션 말고 이제 디플레이션이 온다 3. AI때문에 화이트컬러 일자리가 없어질거고, 고용악화는 신용경색(사람들이 빚을 못갚는거)으로 이어질거고, 신용경색은 작은 은행 파산으로 이어질 수 있다. 4. 연준은 금리를 인하하고, 정부는 돈을 찍어낼 것. + 하지만 그때가 언제가 될지 모르겠다. 생각보다 길어질수도 있고, 한번 더 싸게살 기회를 줄 것 같다. (저점을 하방이탈 할 것 같다.)
39732	2026-02-18T07:19:14+00:00	🪙 🔹 비트코인, 이더리움 현물 ETF 유출입 현황 비트코인 : 104 순유출 이더리움 : 48M 순유입 명확한 유입의 시그널이 뜨지 않고있습니다. 큰 자금은 시장을 이탈중이며, 송사리들만 시장에 참여하고 있습니다. 변곡이 온 것 이라고 보기는 어렵습니다. 우리는 여전히 하락장에 있습니다
39730	2026-02-18T04:26:14+00:00	✏️ 하락장에는 안전한 스테이블코인 파밍이지&#33; 크립토에는 부지런히 따라다니면 연이자 10% 이상에 위험성은 낮은 스테이블 파밍 기회가 꽤 많습니다. 아래는 제가 파밍하고있는 스테이블코인 파밍입니다. 1. Yieldfi - yPRISM 풀 : OpenEden 토큰 보상 - 현재 APY : 10.8% - 현재 TVL : 22M - 담보자산 : cUSDO (오픈에덴 T-bill 백킹 스테이블코인) - 예치만기 : 2월 22일부터 출금 가능 2. Xitadel - Flash Trade LTT (회사채 같은거임) - 현재 APY : 18% - 현재 TVL : 317K - 담보자산 : 비트, 이더, 솔라나, USDC 합성 LP - 예치만기 : 5월 13일만기 도래 *채권이라 중도 매각을 통해 현금화 가능하고, 스왑풀에서 채권을 싸게사면 이자 + 시세차익도 먹을 수 있음. * 둘다 연이자 10%를 상회하는 이자에, 제기준으로는 상당히 안전한 담보자산을 가지고 있습니다. 또 좋은 파밍처 있
39729	2026-02-18T03:34:51+00:00	📌 올해는 포켓몬 IP가 만들어진지 30주년이 되는 해입니다. 포켓몬 IP는 전세계적으로 가장 오랫동안 많이 사랑받는 IP라고 해도 과언이아닙니다. 포켓몬은 크립토쪽의 게임, 메타버스 프로젝트에도 상당히 영향을 미쳤는데 일본계 게임코인 (saga 등)에 호재로 작용할 수 있습니다. 공식 기념일은 26년 2월 27일입니다.
39728	2026-02-17T15:52:57+00:00	📌 Dragonfly가, 650M 신규 펀드 조성했습니다. 돈이 있는곳에 기회가 있다는 철칙 하 아이디어를 만들어 봤습니다. Dragonfly는 투자사입니다. 투자사의 투자는 신규투자와 후속투자로 나뉩니다. Dragonfly 포트폴리오 중 안정화 궤도에 들어갔으나 추가투자유치를 통하여 성과를 극대화할 수 있는 프로젝트 몇개를 Dragonfly 포트폴리오 중에서 생각해봤습니다. 1. Ethena 스테이블 구조 실험 계속되고 있고, 온체인 유동성 측면에서 존재감 유지 중. 구조 리스크 논쟁은 있지만, 시장 임팩트는 분명함. 2. Polymarket 온체인 예측시장 중 가장 실제 사용자 트래픽을 끌어오는 사례. 내러티브+실사용 둘 다 가져가는 몇 안 되는 프로젝트. 3. Double Zero 인프라 레이어는 늘 지루하지만, 돈은 여기서 벌립니다. 네트워크 고도화/성능 쪽은 VC들이 장기 베팅하기 좋은 영역. 4. Lido 스테이킹 인프라의 사실상 표준. 이더리움 구조 변화와 맞물려 여전히
39727	2026-02-17T15:12:24+00:00	🪙 비트코인 1억간다....
39726	2026-02-17T14:39:34+00:00	이제 아무도 비트코인의 하락에 대하여 이야기하지 않는다....
39725	2026-02-17T14:21:10+00:00	[불개미는 어떤 NFT 혹은 토큰을 지급한다는 이유로 그 어떤 금전이나 코인 결제, 지갑연결을 요청하지 않습니다.]
39724	2026-02-17T13:06:29+00:00	잠자리 투자사(드래곤플라이)가 약 1조원가량 총알을 만들었습니다. 크립토 벤처 (알트코인 시장) 가 단기적으로 좋아보인다고 말하면 안되겠지....?
39723	2026-02-17T13:05:31+00:00	CRYPTO VC DRAGONFLY RAISES &#036;650M FOR FOURTH FUND: FORTUNE SOURCE
39722	2026-02-17T09:22:03+00:00	CRYPTO VC DRAGONFLY RAISES &#036;650M FOR FOURTH FUND: FORTUNE SOURCE
39721	2026-02-17T07:18:11+00:00	🔴 &#036;68,000 @bitcoin_price
39720	2026-02-17T05:27:41+00:00	🟢 우리는 지금 어떤 상황에 서있는걸까? (The State of CT) -디파이 TVL, 2025년 고점 대비 40% 하락 -RWA TVL, 사상 최고치 약 &#036;20B -스테이블코인 시가총액, 사상 최고치 -테더 + 서클이 온체인 수수료의 44% 이상을 매일 가져감 -분위기는 사상 최저, 온체인에서는 딱히 큰 움직임 없음 -투기적 수익률은 말라버렸고, 눈에 띄는 포인트 시스템도 없고, 높은 고정 수익도 없음 -타임라인에는 OpenClaw, Seedance 2.0, Privacy, 그리고 OpenClaw 창업자 Peter Steinberger 이야기만 보임 -X가 점점 CT 비즈를 죽이는 중 (InfoFi, 클레임-피 토큰 런처, 에이전트/슬롭 등) -Peter가 크립토 커뮤니티 때문에 OpenClaw를 거의 삭제할 뻔했다고 언급 -더 넓은 관점에서 보면 채택은 계속 진행 중인데, 정작 CT는 빠져나가고 있음. -지금 할 수 있는 건 말 그대로 ‘롱게임’을 하는 것뿐. 원문 
39719	2026-02-17T05:19:00+00:00	🔴 &#036;68,000 @bitcoin_price
39717	2026-02-17T04:56:38+00:00	📌 Ethena 계열 프로젝트 설맞이 이벤트 모음집 1. 이더나 한국 트위터 소셜 이벤트 참여방법 1️⃣ @EthenaKorea 트위터 계정 팔로우 2️⃣ 에테나 이벤트 좋아요 ❤️ + 리트윗 3️⃣ 댓글로 아래 중 하나 선택해서 작성 ✅ Ethena에 대해 알고 있는 사실 1가지 ✅ 2026년 Ethena에게 바라는 점 1가지 ✅ “Ethena = ___이다” 한 문장으로 표현 4️⃣ 구글폼 제출 🔥 보상 : 한우, 스타벅스 커피 = 총 110명 2. 하이 에나 참여방법 : 해당 트위터 공지 참고 🔥 보상 : USDe 랜덤 지급
39716	2026-02-17T04:43:46+00:00	🖼 Arcium 이 한국에서 밋업을 진행했었네요 밋업 후기 영상이 올라와있습니다. 한국 크립토 업계의 유명인이신 이노치님께서 친히 자리해주시어 Arcium 밋업을 빛내주셨네요&#33; @enochmusics 님 잘생겼어요 와아아앙
39715	2026-02-17T04:38:01+00:00	🟢 새해 첫날 한 가장 생산적인 일 - Backpack 거래소 KYC 재인증 백팩 찍먹이라도 해두셨던 분들은 혹시모르니 해두세용 KYC는 여기로&#33; 만약 아직 가입이 안되어있어도 여기로 가서 일단 혹시모르니 가입이라도 해&#33;
39714	2026-02-17T04:32:04+00:00	📌 Creator Chain, AI 에이전트 기반 게이밍 영역으로 확장 이번에 빗썸에서 ZTX가 또 뻠삥하길래 봤는데 AI 에이전트가 게임을 제작해서 유저들이 플레이하는 구조가 크리에이터 체인 위에서 구현될 계획이라는 공지가 발표되면서 ZTX가 반사이익을 얻은 것 같습니다. AI 에이전트 생태계 개발 전략/실행에 Ethereum Foundation이 어드바이저로 참여 했다는데 ZTX 가 초혜자 프로젝트였지만 (TGE 한정) 크리에이터 체인은 어떻게될지 봐야할 듯. ➕ 간단 요약 • AI 에이전트 기반 게이밍 프로젝트에 &#036;CRTR 보상 및 파밍 할당 지원 예정 • 해커톤 개최 • 관련 프로젝트에 자금 및 지원금 제공 • Agent-in-Residence&#39; 프로그램 운영(일정 기간 동안 AI 에이전트 개발을 전담 지원) • STIX 와 연계 AP News 기사 원문
39713	2026-02-17T04:23:23+00:00	📌 스테이블은 방금 ATH를 갱신했습니다. 뉴스를 좀 찾아봤더니 EGIRL 캐피탈에서 투자의견 낸게 있습니다. 이름은 좀 웃긴데 여기 멤버들이 코인판에서 알아주는 디젠들인데 시장매수 했다고 근거와 함께 레포트를 낸바 있네요 제 올해 알트매매중 가장 성공적인 녀석이 바로 이놈 STABLE 입니다. 레포트 보러가기
39711	2026-02-17T04:12:51+00:00	📌 아마존 대표 빡빡이 제프 베조스가 2000년 주가가 -80%를 기록하고 투자자들에게 보낸 편지 우리 주가는 제가 작년에 편지를 드렸을 때보다 80% 이상 하락해 있습니다. 그럼에도 불구하고, 거의 모든 지표에서 볼 때 http://Amazon.com이라는 회사는 과거 어느 때보다도 더 강한 위치에 있습니다. 2000년 고객 수는 2,000만 명으로, 1999년의 1,400만 명에서 증가했습니다. 매출은 1999년 16억 4천만 달러에서 2000년 27억 6천만 달러로 성장했습니다. 프로포마 영업손실은 1999년 4분기 매출의 26%에서 2000년 4분기 6%로 축소되었습니다. 미국 내 프로포마 영업손실은 1999년 4분기 매출의 24%에서 2000년 4분기 2%로 감소했습니다. 2000년 고객 1인당 평균 지출은 134달러로, 19% 증가했습니다. 매출총이익은 1999년 2억 9,100만 달러에서 2000년 6억 5,600만 달러로 125% 증가했습니다. 2000년 4분기 미국 
39710	2026-02-16T17:25:37+00:00	🤯 구라안치고 이번 장에는 스테이블만 잘 가지고있었어도 1티어였음.
39709	2026-02-16T15:39:02+00:00	느어어어어어어
39708	2026-02-16T13:27:33+00:00	느어어
39707	2026-02-16T12:54:21+00:00	💡 저는 이런식으로 활용을 하는데요 전제조건 1. 한쪽으로 극단적으로 PnL이 몰려있을 것 2. OI가 50M 이상일 것 3. 한쪽의 수익 혹은 손실이 최소 500만불 이상일 것 예를들어 아반티스 페어를 보겠습니다. 아반티스 숏 포지션은 총 150만불 수익중입니다. 롱포지션은 20만불 잃고있네요. 극단적으로 롱이 불리한 상황입니다. 만약 누군가 숏에 350만불을 추가로 베팅한다면, 아반티스의 운전수는 계산기를 두들길겁니다. 현물에서 매수해서 올린 후 50M을 청산시키면 500만불을 벌 수 있을겁니다. 근데 들어가는 비용을 계산해서 가격을 올릴지 말지 결정할겁니다. 적어도 &quot;극단적으로 한쪽에 엄청나게 쏠려있을 경우&quot; 해당 포지션을 죽이기 위해 운전수가 나설 가능성을 보고 트레이딩 전략을 구사할 수 있습니다. * 아반티스는 150만불이기때문에 조건 해당안되어서 탈락&#33; 아반티스 페어 매매하라는 말이 아님&#33;&#33;
39706	2026-02-16T12:42:32+00:00	🔶 바이낸스 - Smart Money 기능 소개 제가 트레이딩하면서 간간히 참고하는 데이터인데 바이낸스 홈페이지에 Smart Money 라는 챕터에 들어가면 각 페어별 펀딩피, 롱숏 비율, 수익현황 등 각 페어에 대한 세부내용이 싹 나옵니다. 이 데이터는 볼륨이 큰 프로젝트나 페어보다는 소위 &quot;운전수&quot; 가 존재하는 작은 알트코인 페어를 분석하고 운전수의 심리를 파악하는데 상당히 도움이 됩니다. 좋은 도구이니 활용방법은 각자의 선택에 맡김&#33;
39705	2026-02-16T12:17:41+00:00	🔶 바이낸스 - Smart Money 기능 소개 제가 트레이딩하면서 간간히 참고하는 데이터인데 바이낸스 홈페이지에 Smart Money 라는 챕터에 들어가면 각 페어별 펀딩피, 롱숏 비율, 수익현황 등 각 페어에 대한 세부내용이 싹 나옵니다. 이 데이터는 볼륨이 큰 프로젝트나 페어보다는 소위 &quot;운전수&quot; 가 존재하는 작은 알트코인 페어를 분석하고 운전수의 심리를 파악하는데 상당히 도움이 됩니다. 좋은 도구이니 활용방법은 각자의 선택에 맡김&#33;
39704	2026-02-16T12:01:13+00:00	오늘 상장을 보고 한줄 후기 우리나라 뿐만아니라 전세계에서 알아주는 거래소 업비트와 빗썸, 그중에서도 알짜배기 업비트 빗썸 상장부서도 설연휴에 안쉬고 일하는데 내가 뭐라고 오늘 늦잠자고 놀러다녔는가..... 나는 진심으로 밤낮없이 열정적으로 일하는 사람이 너무 좋다. 업비트 빗썸 사장님들은 오늘 특근하신 분들 설 보너스 톡톡히 지급해주시길&#33;&#33;
39703	2026-02-16T07:30:05+00:00	📌 ADI Chain &amp; DDSC 스테이블코인 ADI Chain은 정부·기관 사용을 전제로 설계된 institutional-grade Layer 2입니다. 퍼블릭과 프라이빗 환경을 연결하는 구조이며, 규제 정합성과 보안을 우선한 인프라를 지향합니다. DDSC는 테더처럼 디르함 화폐의 스테이블코인인데, DDSC는 1:1 디르함 담보 스테이블코인(디르함은 USD 페그)으로, UAE 중앙은행(CBUAE) 라이선스 및 ADGM 규제 체계 내에서 운영됩니다. 최초 발행사는 IHC와 FAB이며, INIT·유통은 DDSC entity, 블록체인 인프라는 ADI Chain이 담당합니다. 블록체인 인프라의 &#036;ADI는 네트워크 가스 토큰으로 사용됩니다. 향후 실제 결제·송금·자산 토큰화 등 사용이 확대될 경우, 인프라 수요와 함께 토큰 활용도도 연동되는 구조입니다. * IHC, 퍼스트 아부다비 은행(FAB) – 스테이블코인은 국제 지주회사(IHC)와 퍼스트 아부다비 은행(FAB)에 의
39702	2026-02-16T07:29:42+00:00	이렇게까지 특근수당에 진심이라고...?
39701	2026-02-16T05:02:40+00:00	빗썸(Bithumb) 공지 라이터(LIT) 원화 마켓 추가 2026-02-16 16:18:20
39700	2026-02-16T05:02:23+00:00	캬 업비트 설연휴 특근 티내기 상장 빔&#33;&#33;&#33; 직장인들의 애환이 서려있구나,...
39699	2026-02-16T04:38:57+00:00	업비트(Upbit) 공지 비트텐서(TAO) 신규 거래지원 안내 (KRW, BTC, USDT 마켓) 2026-02-16 14:00:01
39698	2026-02-15T07:06:59+00:00	업비트(Upbit) 공지 비트텐서(TAO) 신규 거래지원 안내 (KRW, BTC, USDT 마켓) 2026-02-16 14:00:01
39697	2026-02-15T06:55:30+00:00	📌 suiUSDe (화이트라벨) 가 수이 블록체인에 런칭되었습니다. 화이트라벨 : 스테이블코인 인프라를 납품해주는 서비스로, 스테이블코인 인프라가 없는 Layer1이나 Layer2에서 많이 씀. 이더나가 공급하는 서비스는 자체 USDe와 같이 델타뉴트럴 헷지전략을 구상할 수 있는 형태. 지금까지 메가이더, 주피터, 수이가 합류하였고 Ethena는 Tvl 증가 + 수수료 매출 증가를. 도입한 생태계는 디파이 생태계 활성화를 노릴 수 있음. 번외로 에테나 트위터에서 설날맞이 이벤트 #협업 게시물이지만 이제 인간적으로 Fee Switch 켜라 진짜....
39696	2026-02-15T05:53:21+00:00	🟢 &#036;69,500 @bitcoin_price
39695	2026-02-15T05:34:03+00:00	불공평하다&#33; 성과금의 80프로를 세금으로 징수하라&#33;
39694	2026-02-15T00:55:58+00:00	이젠 어그로꾼인지 모자란사람인지 구분이 안됨
39693	2026-02-14T13:19:53+00:00	이젠 어그로꾼인지 모자란사람인지 구분이 안됨
39692	2026-02-14T11:06:20+00:00	알트코인 대불장이다...
39691	2026-02-14T08:07:46+00:00	🪙 🔶 바이낸스가 10억달러상당의 비트코인 매입을 완료했습니다. 현물평단 65.98x 정도 되는 것 같고 총 매입수량은 15000개 입니다. 1조 5천억이 들어온 시장 치고는 매우 고요하네요... 바이낸스 공지 링크
39690	2026-02-14T04:04:43+00:00	🪙 비트코인이 여기서 이렇게 파킹박으면, 알트코인 불 - 장
39689	2026-02-14T04:04:20+00:00	📌 컨센서스에서 만난 사람들 - 1 Virtuals Protocol [Virtuals가 제안하는 다음은 &quot;돈버는 AI Agent&quot;] 버츄얼스는 AI Agent 네러티브를 만들었다고 해도 과언이 아닌 프로젝트인데 Virtuals는 지금까지 번 돈을 Virtuals 들에게 분배합니다. 근데 여기서부터가 포인트인데 &quot;어떤 프로젝트한테 줄것인가&quot; 1. 돈버는 프로젝트들한테 2. 월 최대 1백만불 (15억원 상당) 3. 상위 10개에게 30%를, 나머지 에이전트에 분배 4. 분배 방식은 팀에게 절반, 팀의 토큰을 절반 시장에서 매수 이렇게되면 AI Agent 프로젝트들은 커뮤니티 유저들에 등떠밀려서라도 Virtuals 를 사용할 수 밖에 없게 만드는 구조입니다. 버츄얼스가 저한테 한 이야기의 상당수가 &quot;실제 유저들이 쓰고 돈을버는 AI Agent&quot; 였던 것 같습니다. * 이 자금의 출처도 Virtuals가 플랫폼으로 번 돈이라는게 포인트 
39688	2026-02-14T03:13:21+00:00	🇺🇸 미국 소비자물가지수 발표 예측치 2.5% / 발표치 2.4% 0.1% 하회하였습니다.
39687	2026-02-13T16:05:10+00:00	[무장 괴한들 바이낸스 프랑스 지사장 자택 침입] 무장 괴한들이 바이낸스 프랑스 지사 CEO의 자택에 침입했으나 아무도 없어 휴대폰 두 대를 훔쳐 달아났다고 언폴디드가 전했다. 용의자들은 한 기차역에서 체포돼 구금됐다. https://coinness.com/news/1149641
39686	2026-02-13T15:30:30+00:00	🇰🇷 미래에는 우리나라가 다자녀 국가가 될 예정입니다. 미래에셋이 코빗을 인수합니다. 미래에셋이 코빗을 1335억원에 거의 통채로 삽니다. VASP와 원화거래소 따는게 하늘에 별따기다 보니, 라이센스와 원화연결 계좌가 거래소를 인수해버리는 방향으로 가는 것 같아요. 업비트, 빗썸은 인수할만한 체급이 아니고 코인원 하나 남았는데, 코인원은 전에 기사나온대로 OKX가 인수하는게 유력해 보입니다. 개인적으로 경쟁시장에서 바이낸스와 OKX 가 한국시장에 들어와줘야 일반 사용자 입장에서는 거래소의 경쟁에 의한 혜택을 많이 누릴 수 있을것이라는 관점입니다. 대한민국 가상자산 거래소 구조가 개편되어가네요 코빗인수기사
39685	2026-02-13T15:00:43+00:00	완캡
39684	2026-02-13T13:30:56+00:00	➕ 러그나 해킹, 고의 자금유출의 위험은 없냐? 투자자 : 솔라나 파운더 아나톨리, 봉크 파운더 놈, 케이덴스, 주피터 파운더, 메테오라 팡둔더, 제우스, 백팩 파운더 Kraken CEO 등등 sol - USDC 로 가능하고 지금 한 6만불 캡 남았음. 10시까지 안하면 내가 진짜 다함. * 왜캐빨아주냐? 불개미도 Xitadel의 엔젤투자자입니다. 저 옆에 and many others.. 에 저도 껴있어요...
39683	2026-02-13T12:53:52+00:00	📌 스테이블 파밍 18% apy 3개월짜리 예치 좌표 Xitadel 채권발행 첫번째입니다. 이제야 제대로 앉아서 보네요 1. 담보자산 비트코인, 이더리움, 솔라나 2. 담보가치 하락시 비트, 이더, 솔라나로 지급 (팔아서 지급인지 저거를 그대로 지급인지는 모르겠음) 3. apy 18% (고정이자) 4. 인당 캡 제한 없음 5. 빌려가는 프로젝트는 FlashTrade로 퍼프덱스임 * 프로젝트 존재 이유도 그렇고, 이자율도 그렇고, 담보도…
39682	2026-02-13T12:29:08+00:00	✏️ 그냥 심플하게 생각하면 이런겁니다 - 채권 발행사는 Flash Trade - 채권 발행 주관사는 Xitadel - LTT 라는 채권의 권한을 가진 코인을 사는거고 LTT는 만기시 이자수령권한을 가짐 - LTT 코인은 덱스에서 거래가 가능하며, 중도인출을 원하는 사람은 이자의 일부를 양보하여 매수자에게 넘겨서 팔 수 있음. Xitadel 프로젝트 철학 자체가 유저들 몰래 OTC나 뒤로 몰래몰래 코인 파니까 알트시장이 이모냥인거다. 당당하게 이자 주고 채권발행해서 자금 조달해라&#33; 이런거임 포인트도 포인트인데 초반이라서 이자가 그냥 미쳤고 예치금 늘어난다고 해서 내 apy가 줄어드는 구조도 아님, 담보가 비트, 이더, 솔라나라서 하방도 막혀있음. 이거 해라. - Sol USDC로 박으면 됨
